aphiaid,species,ecoregion,taxon
137119,Physeter macrocephalus,Azores,Mammals
137104,Pseudorca crassidens,Azores,Mammals
514084,Puffinus baroli,Azores,Birds
137201,Puffinus gravis,Azores,Birds
445503,Puffinus mauretanicus,Azores,Birds
137203,Puffinus puffinus,Azores,Birds
105830,Rhinochimaera atlantica,Azores,Fish
137156,Rissa tridactyla,Azores,Birds
127186,Salmo salar,Azores,Fish
105919,Somniosus microcephalus,Azores,Fish
105819,Sphyrna zygaena,Azores,Fish
137107,Stenella coeruleoalba,Azores,Mammals
137108,Stenella frontalis,Azores,Mammals
137172,Stercorarius parasiticus,Azores,Birds
137173,Stercorarius pomarinus,Azores,Birds
137174,Stercorarius skua,Azores,Birds
126482,Trachyrincus scabrus,Azores,Fish
137111,Tursiops truncatus,Azores,Mammals
127427,Zeus faber,Azores,Fish
137127,Ziphius cavirostris,Azores,Mammals
151802,Acipenser oxyrinchus,Baltic Sea,Fish
137128,Alca torda,Baltic Sea,Birds
126758,Anarhichas lupus,Baltic Sea,Fish
126281,Anguilla anguilla,Baltic Sea,Fish
232037,Aythya ferina,Baltic Sea,Birds
159164,Aythya fuligula,Baltic Sea,Birds
159172,Aythya marila,Baltic Sea,Birds
137087,Balaenoptera acutorostrata,Baltic Sea,Mammals
159197,Bucephala clangula,Baltic Sea,Birds
137130,Cepphus grylle,Baltic Sea,Birds
465358,Chroicocephalus ridibundus,Baltic Sea,Birds
137071,Clangula hyemalis,Baltic Sea,Birds
712453,Coregonus maraena,Baltic Sea,Fish
137094,Delphinus delphis,Baltic Sea,Mammals
232054,Fulica atra,Baltic Sea,Birds
137185,Gavia adamsii,Baltic Sea,Birds
137186,Gavia arctica,Baltic Sea,Birds
137187,Gavia immer,Baltic Sea,Birds
137188,Gavia stellata,Baltic Sea,Birds
1704278,Gulosus aristotelis,Baltic Sea,Birds
137080,Halichoerus grypus,Baltic Sea,Mammals
567449,Hydrocoloeus minutus,Baltic Sea,Birds
1584284,Ichthyaetus melanocephalus,Baltic Sea,Birds
137101,Lagenorhynchus albirostris,Baltic Sea,Mammals
137138,Larus argentatus,Baltic Sea,Birds
137141,Larus canus,Baltic Sea,Birds
137142,Larus fuscus,Baltic Sea,Birds
137146,Larus marinus,Baltic Sea,Birds
232052,Larus michahellis,Baltic Sea,Birds
137092,Megaptera novaeangliae,Baltic Sea,Mammals
137072,Melanitta fusca,Baltic Sea,Birds
137073,Melanitta nigra,Baltic Sea,Birds
232039,Mergellus albellus,Baltic Sea,Birds
159097,Mergus merganser,Baltic Sea,Birds
159098,Mergus serrator,Baltic Sea,Birds
148776,Morus bassanus,Baltic Sea,Birds
137102,Orcinus orca,Baltic Sea,Mammals
101174,Petromyzon marinus,Baltic Sea,Fish
137179,Phalacrocorax carbo,Baltic Sea,Birds
137084,Phoca vitulina,Baltic Sea,Mammals
137117,Phocoena phocoena,Baltic Sea,Mammals
137181,Podiceps auritus,Baltic Sea,Birds
137182,Podiceps cristatus,Baltic Sea,Birds
137183,Podiceps grisegena,Baltic Sea,Birds
137184,Podiceps nigricollis,Baltic Sea,Birds
232041,Polysticta stelleri,Baltic Sea,Birds
159021,Pusa hispida,Baltic Sea,Mammals
137156,Rissa tridactyla,Baltic Sea,Birds
127186,Salmo salar,Baltic Sea,Fish
137074,Somateria mollissima,Baltic Sea,Birds
137075,Somateria spectabilis,Baltic Sea,Birds
137172,Stercorarius parasiticus,Baltic Sea,Birds
154375,Thymallus thymallus,Baltic Sea,Fish
137111,Tursiops truncatus,Baltic Sea,Mammals
137133,Uria aalge,Baltic Sea,Birds
137128,Alca torda,Barents Sea,Birds
137129,Alle alle,Barents Sea,Birds
105865,Amblyraja radiata,Barents Sea,Fish
126752,Ammodytes tobianus,Barents Sea,Fish
126281,Anguilla anguilla,Barents Sea,Fish
159164,Aythya fuligula,Barents Sea,Birds
159172,Aythya marila,Barents Sea,Birds
137086,Balaena mysticetus,Barents Sea,Mammals
137087,Balaenoptera acutorostrata,Barents Sea,Mammals
137088,Balaenoptera borealis,Barents Sea,Mammals
137090,Balaenoptera musculus,Barents Sea,Mammals
137091,Balaenoptera physalus,Barents Sea,Mammals
159197,Bucephala clangula,Barents Sea,Birds
137130,Cepphus grylle,Barents Sea,Birds
105837,Cetorhinus maximus,Barents Sea,Fish
105824,Chimaera monstrosa,Barents Sea,Fish
465358,Chroicocephalus ridibundus,Barents Sea,Birds
137071,Clangula hyemalis,Barents Sea,Birds
137078,Cystophora cristata,Barents Sea,Mammals
137115,Delphinapterus leucas,Barents Sea,Mammals
137079,Erignathus barbatus,Barents Sea,Mammals
159023,Eubalaena glacialis,Barents Sea,Mammals
137131,Fratercula arctica,Barents Sea,Birds
137195,Fulmarus glacialis,Barents Sea,Birds
137185,Gavia adamsii,Barents Sea,Birds
137186,Gavia arctica,Barents Sea,Birds
137187,Gavia immer,Barents Sea,Birds
137188,Gavia stellata,Barents Sea,Birds
137097,Globicephala melas,Barents Sea,Mammals
1704278,Gulosus aristotelis,Barents Sea,Birds
137080,Halichoerus grypus,Barents Sea,Mammals
343899,Hyperoodon ampullatus,Barents Sea,Mammals
137101,Lagenorhynchus albirostris,Barents Sea,Mammals
105841,Lamna nasus,Barents Sea,Fish
137138,Larus argentatus,Barents Sea,Birds
137141,Larus canus,Barents Sea,Birds
137142,Larus fuscus,Barents Sea,Birds
137144,Larus glaucoides,Barents Sea,Birds
137145,Larus hyperboreus,Barents Sea,Birds
137146,Larus marinus,Barents Sea,Birds
1571853,Leucopleurus acutus,Barents Sea,Mammals
105874,Leucoraja fullonica,Barents Sea,Fish
137092,Megaptera novaeangliae,Barents Sea,Mammals
137072,Melanitta fusca,Barents Sea,Birds
137073,Melanitta nigra,Barents Sea,Birds
232039,Mergellus albellus,Barents Sea,Birds
159097,Mergus merganser,Barents Sea,Birds
159098,Mergus serrator,Barents Sea,Birds
126459,Molva dypterygia,Barents Sea,Fish
137116,Monodon monoceros,Barents Sea,Mammals
148776,Morus bassanus,Barents Sea,Birds
137077,Odobenus rosmarus,Barents Sea,Mammals
137102,Orcinus orca,Barents Sea,Mammals
137154,Pagophila eburnea,Barents Sea,Birds
159019,Pagophilus groenlandicus,Barents Sea,Mammals
137179,Phalacrocorax carbo,Barents Sea,Birds
137084,Phoca vitulina,Barents Sea,Mammals
137117,Phocoena phocoena,Barents Sea,Mammals
137119,Physeter macrocephalus,Barents Sea,Mammals
137183,Podiceps grisegena,Barents Sea,Birds
232041,Polysticta stelleri,Barents Sea,Birds
159021,Pusa hispida,Barents Sea,Mammals
137155,Rhodostethia rosea,Barents Sea,Birds
137156,Rissa tridactyla,Barents Sea,Birds
127186,Salmo salar,Barents Sea,Fish
137074,Somateria mollissima,Barents Sea,Birds
137075,Somateria spectabilis,Barents Sea,Birds
137171,Stercorarius longicaudus,Barents Sea,Birds
137172,Stercorarius parasiticus,Barents Sea,Birds
137173,Stercorarius pomarinus,Barents Sea,Birds
137174,Stercorarius skua,Barents Sea,Birds
137133,Uria aalge,Barents Sea,Birds
137134,Uria lomvia,Barents Sea,Birds
137167,Xema sabini,Barents Sea,Birds
137128,Alca torda,Bay of Biscay and Iberian Coast,Birds
126682,Alepocephalus bairdii,Bay of Biscay and Iberian Coast,Fish
105835,Alopias superciliosus,Bay of Biscay and Iberian Coast,Fish
105836,Alopias vulpinus,Bay of Biscay and Iberian Coast,Fish
126752,Ammodytes tobianus,Bay of Biscay and Iberian Coast,Fish
126281,Anguilla anguilla,Bay of Biscay and Iberian Coast,Fish
707542,Ardenna grisea,Bay of Biscay and Iberian Coast,Birds
232037,Aythya ferina,Bay of Biscay and Iberian Coast,Birds
159164,Aythya fuligula,Bay of Biscay and Iberian Coast,Birds
159172,Aythya marila,Bay of Biscay and Iberian Coast,Birds
137087,Balaenoptera acutorostrata,Bay of Biscay and Iberian Coast,Mammals
137088,Balaenoptera borealis,Bay of Biscay and Iberian Coast,Mammals
137090,Balaenoptera musculus,Bay of Biscay and Iberian Coast,Mammals
137091,Balaenoptera physalus,Bay of Biscay and Iberian Coast,Mammals
126394,Beryx decadactylus,Bay of Biscay and Iberian Coast,Fish
126395,Beryx splendens,Bay of Biscay and Iberian Coast,Fish
159197,Bucephala clangula,Bay of Biscay and Iberian Coast,Birds
1348497,Calonectris borealis,Bay of Biscay and Iberian Coast,Birds
137194,Calonectris diomedea,Bay of Biscay and Iberian Coast,Birds
105789,Carcharhinus falciformis,Bay of Biscay and Iberian Coast,Fish
105794,Carcharhinus longimanus,Bay of Biscay and Iberian Coast,Fish
105797,Carcharhinus plumbeus,Bay of Biscay and Iberian Coast,Fish
105838,Carcharodon carcharias,Bay of Biscay and Iberian Coast,Fish
137205,Caretta caretta,Bay of Biscay and Iberian Coast,Turtles
105899,Centrophorus granulosus,Bay of Biscay and Iberian Coast,Fish
105901,Centrophorus squamosus,Bay of Biscay and Iberian Coast,Fish
105902,Centrophorus uyato,Bay of Biscay and Iberian Coast,Fish
105907,Centroscymnus coelolepis,Bay of Biscay and Iberian Coast,Fish
105837,Cetorhinus maximus,Bay of Biscay and Iberian Coast,Fish
105824,Chimaera monstrosa,Bay of Biscay and Iberian Coast,Fish
1488274,Chroicocephalus genei,Bay of Biscay and Iberian Coast,Birds
465358,Chroicocephalus ridibundus,Bay of Biscay and Iberian Coast,Birds
158960,Coryphaenoides rupestris,Bay of Biscay and Iberian Coast,Fish
105910,Dalatias licha,Bay of Biscay and Iberian Coast,Fish
105851,Dasyatis pastinaca,Bay of Biscay and Iberian Coast,Fish
298167,Deania calceus,Bay of Biscay and Iberian Coast,Fish
137094,Delphinus delphis,Bay of Biscay and Iberian Coast,Mammals
137209,Dermochelys coriacea,Bay of Biscay and Iberian Coast,Turtles
105869,Dipturus batis,Bay of Biscay and Iberian Coast,Fish
711846,Dipturus intermedius,Bay of Biscay and Iberian Coast,Fish
127413,Ephippion guttifer,Bay of Biscay and Iberian Coast,Fish
126858,Epigonus telescopus,Bay of Biscay and Iberian Coast,Fish
127032,Epinephelus aeneus,Bay of Biscay and Iberian Coast,Fish
127034,Epinephelus costae,Bay of Biscay and Iberian Coast,Fish
127036,Epinephelus marginatus,Bay of Biscay and Iberian Coast,Fish
105912,Etmopterus pusillus,Bay of Biscay and Iberian Coast,Fish
159023,Eubalaena glacialis,Bay of Biscay and Iberian Coast,Mammals
137131,Fratercula arctica,Bay of Biscay and Iberian Coast,Birds
232054,Fulica atra,Bay of Biscay and Iberian Coast,Birds
137195,Fulmarus glacialis,Bay of Biscay and Iberian Coast,Birds
105820,Galeorhinus galeus,Bay of Biscay and Iberian Coast,Fish
137186,Gavia arctica,Bay of Biscay and Iberian Coast,Birds
137187,Gavia immer,Bay of Biscay and Iberian Coast,Birds
137188,Gavia stellata,Bay of Biscay and Iberian Coast,Birds
1016062,Glaucostegus cemiculus,Bay of Biscay and Iberian Coast,Fish
137097,Globicephala melas,Bay of Biscay and Iberian Coast,Mammals
137098,Grampus griseus,Bay of Biscay and Iberian Coast,Mammals
1704278,Gulosus aristotelis,Bay of Biscay and Iberian Coast,Birds
105856,Gymnura altavela,Bay of Biscay and Iberian Coast,Fish
137080,Halichoerus grypus,Bay of Biscay and Iberian Coast,Mammals
105832,Heptranchias perlo,Bay of Biscay and Iberian Coast,Fish
154776,Hippocampus guttulatus,Bay of Biscay and Iberian Coast,Fish
127380,Hippocampus hippocampus,Bay of Biscay and Iberian Coast,Fish
127138,Hippoglossus hippoglossus,Bay of Biscay and Iberian Coast,Fish
126402,Hoplostethus atlanticus,Bay of Biscay and Iberian Coast,Fish
567449,Hydrocoloeus minutus,Bay of Biscay and Iberian Coast,Birds
105825,Hydrolagus affinis,Bay of Biscay and Iberian Coast,Fish
271410,Hydrolagus lustanicus,Bay of Biscay and Iberian Coast,Fish
105826,Hydrolagus mirabilis,Bay of Biscay and Iberian Coast,Fish
343899,Hyperoodon ampullatus,Bay of Biscay and Iberian Coast,Mammals
1584284,Ichthyaetus melanocephalus,Bay of Biscay and Iberian Coast,Birds
105839,Isurus oxyrinchus,Bay of Biscay and Iberian Coast,Fish
105840,Isurus paucus,Bay of Biscay and Iberian Coast,Fish
137113,Kogia breviceps,Bay of Biscay and Iberian Coast,Mammals
126968,Labrus viridis,Bay of Biscay and Iberian Coast,Fish
137101,Lagenorhynchus albirostris,Bay of Biscay and Iberian Coast,Mammals
105841,Lamna nasus,Bay of Biscay and Iberian Coast,Fish
137138,Larus argentatus,Bay of Biscay and Iberian Coast,Birds
137141,Larus canus,Bay of Biscay and Iberian Coast,Birds
137142,Larus fuscus,Bay of Biscay and Iberian Coast,Birds
137146,Larus marinus,Bay of Biscay and Iberian Coast,Birds
232052,Larus michahellis,Bay of Biscay and Iberian Coast,Birds
105873,Leucoraja circularis,Bay of Biscay and Iberian Coast,Fish
105874,Leucoraja fullonica,Bay of Biscay and Iberian Coast,Fish
137092,Megaptera novaeangliae,Bay of Biscay and Iberian Coast,Mammals
137073,Melanitta nigra,Bay of Biscay and Iberian Coast,Birds
159098,Mergus serrator,Bay of Biscay and Iberian Coast,Birds
137121,Mesoplodon bidens,Bay of Biscay and Iberian Coast,Mammals
105858,Mobula mobular,Bay of Biscay and Iberian Coast,Fish
127405,Mola mola,Bay of Biscay and Iberian Coast,Fish
148776,Morus bassanus,Bay of Biscay and Iberian Coast,Birds
105822,Mustelus mustelus,Bay of Biscay and Iberian Coast,Fish
105823,Mustelus punctulatus,Bay of Biscay and Iberian Coast,Fish
105860,Myliobatis aquila,Bay of Biscay and Iberian Coast,Fish
105844,Odontaspis ferox,Bay of Biscay and Iberian Coast,Fish
137102,Orcinus orca,Bay of Biscay and Iberian Coast,Mammals
105914,Oxynotus centrina,Bay of Biscay and Iberian Coast,Fish
127059,Pagellus bogaraveo,Bay of Biscay and Iberian Coast,Fish
137179,Phalacrocorax carbo,Bay of Biscay and Iberian Coast,Birds
137117,Phocoena phocoena,Bay of Biscay and Iberian Coast,Mammals
137119,Physeter macrocephalus,Bay of Biscay and Iberian Coast,Mammals
137181,Podiceps auritus,Bay of Biscay and Iberian Coast,Birds
137182,Podiceps cristatus,Bay of Biscay and Iberian Coast,Birds
137183,Podiceps grisegena,Bay of Biscay and Iberian Coast,Birds
137184,Podiceps nigricollis,Bay of Biscay and Iberian Coast,Birds
137104,Pseudorca crassidens,Bay of Biscay and Iberian Coast,Mammals
514084,Puffinus baroli,Bay of Biscay and Iberian Coast,Birds
137201,Puffinus gravis,Bay of Biscay and Iberian Coast,Birds
445503,Puffinus mauretanicus,Bay of Biscay and Iberian Coast,Birds
137203,Puffinus puffinus,Bay of Biscay and Iberian Coast,Birds
105898,Rhinobatos rhinobatos,Bay of Biscay and Iberian Coast,Fish
137156,Rissa tridactyla,Bay of Biscay and Iberian Coast,Birds
105896,Rostroraja alba,Bay of Biscay and Iberian Coast,Fish
127186,Salmo salar,Bay of Biscay and Iberian Coast,Fish
127149,Scophthalmus maximus,Bay of Biscay and Iberian Coast,Fish
105819,Sphyrna zygaena,Bay of Biscay and Iberian Coast,Fish
105924,Squalus blainville,Bay of Biscay and Iberian Coast,Fish
105928,Squatina squatina,Bay of Biscay and Iberian Coast,Fish
137107,Stenella coeruleoalba,Bay of Biscay and Iberian Coast,Mammals
137108,Stenella frontalis,Bay of Biscay and Iberian Coast,Mammals
137171,Stercorarius longicaudus,Bay of Biscay and Iberian Coast,Birds
137172,Stercorarius parasiticus,Bay of Biscay and Iberian Coast,Birds
137173,Stercorarius pomarinus,Bay of Biscay and Iberian Coast,Birds
137174,Stercorarius skua,Bay of Biscay and Iberian Coast,Birds
126482,Trachyrincus scabrus,Bay of Biscay and Iberian Coast,Fish
137111,Tursiops truncatus,Bay of Biscay and Iberian Coast,Mammals
127012,Umbrina cirrosa,Bay of Biscay and Iberian Coast,Fish
137133,Uria aalge,Bay of Biscay and Iberian Coast,Birds
137167,Xema sabini,Bay of Biscay and Iberian Coast,Birds
127427,Zeus faber,Bay of Biscay and Iberian Coast,Fish
137127,Ziphius cavirostris,Bay of Biscay and Iberian Coast,Mammals
126279,Acipenser sturio,Celtic Seas,Fish
137128,Alca torda,Celtic Seas,Birds
126682,Alepocephalus bairdii,Celtic Seas,Fish
137129,Alle alle,Celtic Seas,Birds
105836,Alopias vulpinus,Celtic Seas,Fish
126413,Alosa alosa,Celtic Seas,Fish
126752,Ammodytes tobianus,Celtic Seas,Fish
126757,Anarhichas denticulatus,Celtic Seas,Fish
126758,Anarhichas lupus,Celtic Seas,Fish
126281,Anguilla anguilla,Celtic Seas,Fish
707542,Ardenna grisea,Celtic Seas,Birds
232037,Aythya ferina,Celtic Seas,Birds
159164,Aythya fuligula,Celtic Seas,Birds
159172,Aythya marila,Celtic Seas,Birds
137087,Balaenoptera acutorostrata,Celtic Seas,Mammals
137088,Balaenoptera borealis,Celtic Seas,Mammals
137090,Balaenoptera musculus,Celtic Seas,Mammals
137091,Balaenoptera physalus,Celtic Seas,Mammals
154721,Balistes capriscus,Celtic Seas,Fish
126394,Beryx decadactylus,Celtic Seas,Fish
126395,Beryx splendens,Celtic Seas,Fish
159197,Bucephala clangula,Celtic Seas,Birds
1348497,Calonectris borealis,Celtic Seas,Birds
137205,Caretta caretta,Celtic Seas,Turtles
105899,Centrophorus granulosus,Celtic Seas,Fish
105901,Centrophorus squamosus,Celtic Seas,Fish
105907,Centroscymnus coelolepis,Celtic Seas,Fish
137130,Cepphus grylle,Celtic Seas,Birds
105837,Cetorhinus maximus,Celtic Seas,Fish
105824,Chimaera monstrosa,Celtic Seas,Fish
712407,Chimaera opalescens,Celtic Seas,Fish
465358,Chroicocephalus ridibundus,Celtic Seas,Birds
137071,Clangula hyemalis,Celtic Seas,Birds
158960,Coryphaenoides rupestris,Celtic Seas,Fish
105910,Dalatias licha,Celtic Seas,Fish
105851,Dasyatis pastinaca,Celtic Seas,Fish
298167,Deania calceus,Celtic Seas,Fish
137094,Delphinus delphis,Celtic Seas,Mammals
137209,Dermochelys coriacea,Celtic Seas,Turtles
105869,Dipturus batis,Celtic Seas,Fish
711846,Dipturus intermedius,Celtic Seas,Fish
105872,Dipturus oxyrinchus,Celtic Seas,Fish
105922,Echinorhinus brucus,Celtic Seas,Fish
126858,Epigonus telescopus,Celtic Seas,Fish
137079,Erignathus barbatus,Celtic Seas,Mammals
159023,Eubalaena glacialis,Celtic Seas,Mammals
137131,Fratercula arctica,Celtic Seas,Birds
232054,Fulica atra,Celtic Seas,Birds
137195,Fulmarus glacialis,Celtic Seas,Birds
105820,Galeorhinus galeus,Celtic Seas,Fish
137186,Gavia arctica,Celtic Seas,Birds
137187,Gavia immer,Celtic Seas,Birds
137188,Gavia stellata,Celtic Seas,Birds
137097,Globicephala melas,Celtic Seas,Mammals
137098,Grampus griseus,Celtic Seas,Mammals
1704278,Gulosus aristotelis,Celtic Seas,Birds
137080,Halichoerus grypus,Celtic Seas,Mammals
105828,Harriotta haeckeli,Celtic Seas,Fish
105829,Harriotta raleighana,Celtic Seas,Fish
105832,Heptranchias perlo,Celtic Seas,Fish
154776,Hippocampus guttulatus,Celtic Seas,Fish
127380,Hippocampus hippocampus,Celtic Seas,Fish
127138,Hippoglossus hippoglossus,Celtic Seas,Fish
126402,Hoplostethus atlanticus,Celtic Seas,Fish
567449,Hydrocoloeus minutus,Celtic Seas,Birds
105825,Hydrolagus affinis,Celtic Seas,Fish
105826,Hydrolagus mirabilis,Celtic Seas,Fish
105827,Hydrolagus pallidus,Celtic Seas,Fish
343899,Hyperoodon ampullatus,Celtic Seas,Mammals
1584284,Ichthyaetus melanocephalus,Celtic Seas,Birds
105839,Isurus oxyrinchus,Celtic Seas,Fish
137101,Lagenorhynchus albirostris,Celtic Seas,Mammals
105841,Lamna nasus,Celtic Seas,Fish
137138,Larus argentatus,Celtic Seas,Birds
137141,Larus canus,Celtic Seas,Birds
137142,Larus fuscus,Celtic Seas,Birds
137144,Larus glaucoides,Celtic Seas,Birds
137145,Larus hyperboreus,Celtic Seas,Birds
137146,Larus marinus,Celtic Seas,Birds
232052,Larus michahellis,Celtic Seas,Birds
1571853,Leucopleurus acutus,Celtic Seas,Mammals
105873,Leucoraja circularis,Celtic Seas,Fish
105874,Leucoraja fullonica,Celtic Seas,Fish
126472,Macrourus berglax,Celtic Seas,Fish
137092,Megaptera novaeangliae,Celtic Seas,Mammals
137072,Melanitta fusca,Celtic Seas,Birds
137073,Melanitta nigra,Celtic Seas,Birds
159098,Mergus serrator,Celtic Seas,Birds
137121,Mesoplodon bidens,Celtic Seas,Mammals
127405,Mola mola,Celtic Seas,Fish
148776,Morus bassanus,Celtic Seas,Birds
105860,Myliobatis aquila,Celtic Seas,Fish
137077,Odobenus rosmarus,Celtic Seas,Mammals
137102,Orcinus orca,Celtic Seas,Mammals
105914,Oxynotus centrina,Celtic Seas,Fish
105915,Oxynotus paradoxus,Celtic Seas,Fish
127059,Pagellus bogaraveo,Celtic Seas,Fish
137179,Phalacrocorax carbo,Celtic Seas,Birds
137084,Phoca vitulina,Celtic Seas,Mammals
137117,Phocoena phocoena,Celtic Seas,Mammals
137119,Physeter macrocephalus,Celtic Seas,Mammals
137181,Podiceps auritus,Celtic Seas,Birds
137182,Podiceps cristatus,Celtic Seas,Birds
137183,Podiceps grisegena,Celtic Seas,Birds
137184,Podiceps nigricollis,Celtic Seas,Birds
137201,Puffinus gravis,Celtic Seas,Birds
445503,Puffinus mauretanicus,Celtic Seas,Birds
137203,Puffinus puffinus,Celtic Seas,Birds
105830,Rhinochimaera atlantica,Celtic Seas,Fish
137156,Rissa tridactyla,Celtic Seas,Birds
105896,Rostroraja alba,Celtic Seas,Fish
127186,Salmo salar,Celtic Seas,Fish
127149,Scophthalmus maximus,Celtic Seas,Fish
151324,Sebastes norvegicus,Celtic Seas,Fish
137074,Somateria mollissima,Celtic Seas,Birds
105919,Somniosus microcephalus,Celtic Seas,Fish
105819,Sphyrna zygaena,Celtic Seas,Fish
105928,Squatina squatina,Celtic Seas,Fish
137107,Stenella coeruleoalba,Celtic Seas,Mammals
137171,Stercorarius longicaudus,Celtic Seas,Birds
137172,Stercorarius parasiticus,Celtic Seas,Birds
137173,Stercorarius pomarinus,Celtic Seas,Birds
137174,Stercorarius skua,Celtic Seas,Birds
126482,Trachyrincus scabrus,Celtic Seas,Fish
137111,Tursiops truncatus,Celtic Seas,Mammals
127012,Umbrina cirrosa,Celtic Seas,Fish
137133,Uria aalge,Celtic Seas,Birds
137167,Xema sabini,Celtic Seas,Birds
127427,Zeus faber,Celtic Seas,Fish
137127,Ziphius cavirostris,Celtic Seas,Mammals
