aphiaid,species,ecoregion,taxon
127146,lepidorhombus whiffiagonis,azores,fish
159074,larus atricilla,azores,birds
105873,leucoraja circularis,norwegian sea,fish
105873,leucoraja circularis,faroes,fish
105873,leucoraja circularis,greater north sea,fish
105873,leucoraja circularis,oceanic northeast atlantic,fish
105874,leucoraja fullonica,norwegian sea,fish
105874,leucoraja fullonica,icelandic waters,fish
105874,leucoraja fullonica,faroes,fish
105874,leucoraja fullonica,greater north sea,fish
105874,leucoraja fullonica,oceanic northeast atlantic,fish
105874,leucoraja fullonica,azores,fish
105876,leucoraja naevus,norwegian sea,fish
105876,leucoraja naevus,faroes,fish
126555,lophius piscatorius,azores,fish
127103,lycodes esmarkii,greenland sea,fish
127103,lycodes esmarkii,barents sea,fish
127103,lycodes esmarkii,norwegian sea,fish
127103,lycodes esmarkii,icelandic waters,fish
127103,lycodes esmarkii,faroes,fish
127103,lycodes esmarkii,greater north sea,fish
137092,megaptera novaeangliae,barents sea,mammals
137092,megaptera novaeangliae,norwegian sea,mammals
137092,megaptera novaeangliae,faroes,mammals
137092,megaptera novaeangliae,icelandic waters,mammals
137092,megaptera novaeangliae,greenland sea,mammals
137092,megaptera novaeangliae,arcticocean,mammals
137092,megaptera novaeangliae,oceanic northeast atlantic,mammals
137092,megaptera novaeangliae,azores,mammals
137092,megaptera novaeangliae,bay of biscay and the iberian coast,mammals
137092,megaptera novaeangliae,celtic seas,mammals
137092,megaptera novaeangliae,greater north sea,mammals
137092,megaptera novaeangliae,baltic sea,mammals
137072,melanitta fusca,barents sea,birds
137072,melanitta fusca,norwegian sea,birds
137072,melanitta fusca,celtic seas,birds
137072,melanitta fusca,greater north sea,birds
137072,melanitta fusca,baltic sea,birds
137073,melanitta nigra,barents sea,birds
137073,melanitta nigra,norwegian sea,birds
137073,melanitta nigra,icelandic waters,birds
137073,melanitta nigra,azores,birds
137073,melanitta nigra,bay of biscay and the iberian coast,birds
137073,melanitta nigra,celtic seas,birds
137073,melanitta nigra,greater north sea,birds
137073,melanitta nigra,baltic sea,birds
232039,mergellus albellus,barents sea,birds
232039,mergellus albellus,norwegian sea,birds
232039,mergellus albellus,icelandic waters,birds
232039,mergellus albellus,greater north sea,birds
232039,mergellus albellus,baltic sea,birds
159097,mergus merganser,barents sea,birds
159097,mergus merganser,norwegian sea,birds
159097,mergus merganser,icelandic waters,birds
159097,mergus merganser,greater north sea,birds
159097,mergus merganser,baltic sea,birds
159098,mergus serrator,barents sea,birds
159098,mergus serrator,norwegian sea,birds
159098,mergus serrator,faroes,birds
159098,mergus serrator,icelandic waters,birds
159098,mergus serrator,greenland sea,birds
159098,mergus serrator,bay of biscay and the iberian coast,birds
159098,mergus serrator,celtic seas,birds
159098,mergus serrator,greater north sea,birds
159098,mergus serrator,baltic sea,birds
126438,merlangius merlangus,baltic sea,fish
126484,merluccius merluccius,icelandic waters,fish
126484,merluccius merluccius,faroes,fish
137121,mesoplodon bidens,norwegian sea,mammals
137121,mesoplodon bidens,faroes,mammals
137121,mesoplodon bidens,oceanic northeast atlantic,mammals
137121,mesoplodon bidens,azores,mammals
137121,mesoplodon bidens,bay of biscay and the iberian coast,mammals
137121,mesoplodon bidens,celtic seas,mammals
137121,mesoplodon bidens,greater north sea,mammals
137122,mesoplodon densirostris,oceanic northeast atlantic,mammals
137122,mesoplodon densirostris,azores,mammals
137123,mesoplodon europaeus,oceanic northeast atlantic,mammals
137126,mesoplodon mirus,oceanic northeast atlantic,mammals
137126,mesoplodon mirus,azores,mammals
105756,mobula,oceanic northeast atlantic,fish
105756,mobula,azores,fish
105756,mobula,bay of biscay and the iberian coast,fish
1026118,mobula birostris,azores,fish
1026118,mobula birostris,oceanic northeast atlantic,fish
1026118,mobula birostris,bay of biscay and the iberian coast,fish
105858,mobula mobular,oceanic northeast atlantic,fish
105858,mobula mobular,azores,fish
105858,mobula mobular,bay of biscay and the iberian coast,fish
127405,mola mola,faroes,fish
127405,mola mola,greater north sea,fish
127405,mola mola,celtic seas,fish
127405,mola mola,oceanic northeast atlantic,fish
127405,mola mola,azores,fish
127405,mola mola,bay of biscay and the iberian coast,fish
126460,molva macrophthalma,celtic seas,fish
126460,molva macrophthalma,oceanic northeast atlantic,fish
126460,molva macrophthalma,azores,fish
126460,molva macrophthalma,bay of biscay and the iberian coast,fish
137116,monodon monoceros,barents sea,mammals
137116,monodon monoceros,greenland sea,mammals
137116,monodon monoceros,arcticocean,mammals
126497,mora moro,icelandic waters,fish
126497,mora moro,faroes,fish
126497,mora moro,celtic seas,fish
126497,mora moro,oceanic northeast atlantic,fish
126497,mora moro,azores,fish
126497,mora moro,bay of biscay and the iberian coast,fish
148776,morus bassanus,barents sea,birds
148776,morus bassanus,norwegian sea,birds
148776,morus bassanus,faroes,birds
148776,morus bassanus,icelandic waters,birds
148776,morus bassanus,greenland sea,birds
148776,morus bassanus,oceanic northeast atlantic,birds
148776,morus bassanus,azores,birds
148776,morus bassanus,bay of biscay and the iberian coast,birds
148776,morus bassanus,celtic seas,birds
148776,morus bassanus,greater north sea,birds
148776,morus bassanus,baltic sea,birds
127038,mycteroperca fusca,azores,fish
105860,myliobatis aquila,greater north sea,fish
105860,myliobatis aquila,celtic seas,fish
105860,myliobatis aquila,azores,fish
105860,myliobatis aquila,bay of biscay and the iberian coast,fish
137077,odobenus rosmarus,barents sea,mammals
137077,odobenus rosmarus,norwegian sea,mammals
137077,odobenus rosmarus,greenland sea,mammals
137077,odobenus rosmarus,arcticocean,mammals
137102,orcinus orca,barents sea,mammals
137102,orcinus orca,norwegian sea,mammals
137102,orcinus orca,faroes,mammals
137102,orcinus orca,icelandic waters,mammals
137102,orcinus orca,greenland sea,mammals
137102,orcinus orca,arcticocean,mammals
137102,orcinus orca,oceanic northeast atlantic,mammals
137102,orcinus orca,azores,mammals
137102,orcinus orca,bay of biscay and the iberian coast,mammals
137102,orcinus orca,celtic seas,mammals
137102,orcinus orca,greater north sea,mammals
105914,oxynotus centrina,bay of biscay and the iberian coast,fish
105915,oxynotus paradoxus,greater north sea,fish
105915,oxynotus paradoxus,celtic seas,fish
105915,oxynotus paradoxus,oceanic northeast atlantic,fish
105915,oxynotus paradoxus,azores,fish
137154,pagophila eburnea,barents sea,birds
137154,pagophila eburnea,greenland sea,birds
137154,pagophila eburnea,arcticocean,birds
159019,pagophilus groenlandicus,barents sea,mammals
159019,pagophilus groenlandicus,norwegian sea,mammals
159019,pagophilus groenlandicus,icelandic waters,mammals
159019,pagophilus groenlandicus,greenland sea,mammals
159019,pagophilus groenlandicus,arcticocean,mammals
137103,peponocephala electra,oceanic northeast atlantic,mammals
101174,petromyzon marinus,barents sea,fish
101174,petromyzon marinus,norwegian sea,fish
101174,petromyzon marinus,icelandic waters,fish
101174,petromyzon marinus,baltic sea,fish
101174,petromyzon marinus,greater north sea,fish
101174,petromyzon marinus,celtic seas,fish
137178,phalacrocorax aristotelis,barents sea,birds
137178,phalacrocorax aristotelis,norwegian sea,birds
137178,phalacrocorax aristotelis,faroes,birds
137178,phalacrocorax aristotelis,icelandic waters,birds
137178,phalacrocorax aristotelis,bay of biscay and the iberian coast,birds
137178,phalacrocorax aristotelis,celtic seas,birds
137178,phalacrocorax aristotelis,greater north sea,birds
137178,phalacrocorax aristotelis,baltic sea,birds
137179,phalacrocorax carbo,barents sea,birds
137179,phalacrocorax carbo,norwegian sea,birds
137179,phalacrocorax carbo,faroes,birds
137179,phalacrocorax carbo,icelandic waters,birds
137179,phalacrocorax carbo,greenland sea,birds
137179,phalacrocorax carbo,bay of biscay and the iberian coast,birds
137179,phalacrocorax carbo,celtic seas,birds
137179,phalacrocorax carbo,greater north sea,birds
137179,phalacrocorax carbo,baltic sea,birds
137084,phoca vitulina,barents sea,mammals
137084,phoca vitulina,norwegian sea,mammals
137084,phoca vitulina,icelandic waters,mammals
137084,phoca vitulina,greenland sea,mammals
137084,phoca vitulina,celtic seas,mammals
137084,phoca vitulina,greater north sea,mammals
137084,phoca vitulina,baltic sea,mammals
137117,phocoena phocoena,barents sea,mammals
137117,phocoena phocoena,norwegian sea,mammals
137117,phocoena phocoena,faroes,mammals
137117,phocoena phocoena,icelandic waters,mammals
137117,phocoena phocoena,greenland sea,mammals
137117,phocoena phocoena,oceanic northeast atlantic,mammals
137117,phocoena phocoena,bay of biscay and the iberian coast,mammals
137117,phocoena phocoena,celtic seas,mammals
137117,phocoena phocoena,greater north sea,mammals
137117,phocoena phocoena,baltic sea,mammals
137119,physeter macrocephalus,barents sea,mammals
137119,physeter macrocephalus,norwegian sea,mammals
137119,physeter macrocephalus,faroes,mammals
137119,physeter macrocephalus,icelandic waters,mammals
137119,physeter macrocephalus,greenland sea,mammals
137119,physeter macrocephalus,oceanic northeast atlantic,mammals
137119,physeter macrocephalus,azores,mammals
137119,physeter macrocephalus,bay of biscay and the iberian coast,mammals
137119,physeter macrocephalus,celtic seas,mammals
137119,physeter macrocephalus,greater north sea,mammals
137181,podiceps auritus,norwegian sea,birds
137181,podiceps auritus,faroes,birds
137181,podiceps auritus,bay of biscay and the iberian coast,birds
137181,podiceps auritus,celtic seas,birds
137181,podiceps auritus,greater north sea,birds
137181,podiceps auritus,baltic sea,birds
137182,podiceps cristatus,norwegian sea,birds
137182,podiceps cristatus,bay of biscay and the iberian coast,birds
137182,podiceps cristatus,celtic seas,birds
137182,podiceps cristatus,greater north sea,birds
137182,podiceps cristatus,baltic sea,birds
137183,podiceps grisegena,barents sea,birds
137183,podiceps grisegena,norwegian sea,birds
137183,podiceps grisegena,faroes,birds
137183,podiceps grisegena,bay of biscay and the iberian coast,birds
137183,podiceps grisegena,celtic seas,birds
137183,podiceps grisegena,greater north sea,birds
137183,podiceps grisegena,baltic sea,birds
137184,podiceps nigricollis,bay of biscay and the iberian coast,birds
137184,podiceps nigricollis,celtic seas,birds
137184,podiceps nigricollis,greater north sea,birds
137184,podiceps nigricollis,baltic sea,birds
126440,pollachius pollachius,icelandic waters,fish
126440,pollachius pollachius,faroes,fish
126441,pollachius virens,greenland sea,fish
126998,polyprion americanus,celtic seas,fish
126998,polyprion americanus,oceanic northeast atlantic,fish
126998,polyprion americanus,azores,fish
126998,polyprion americanus,bay of biscay and the iberian coast,fish
232041,polysticta stelleri,barents sea,birds
232041,polysticta stelleri,norwegian sea,birds
232041,polysticta stelleri,icelandic waters,birds
232041,polysticta stelleri,baltic sea,birds
151482,pomatomus saltatrix,azores,fish
151482,pomatomus saltatrix,bay of biscay and the iberian coast,fish
126927,pomatoschistus microps,greater north sea,fish
126927,pomatoschistus microps,celtic seas,fish
126927,pomatoschistus microps,bay of biscay and the iberian coast,fish
126928,pomatoschistus minutus,greater north sea,fish
126928,pomatoschistus minutus,celtic seas,fish
126928,pomatoschistus minutus,bay of biscay and the iberian coast,fish
137104,pseudorca crassidens,oceanic northeast atlantic,mammals
137104,pseudorca crassidens,azores,mammals
137104,pseudorca crassidens,bay of biscay and the iberian coast,mammals
514084,puffinus baroli,oceanic northeast atlantic,birds
514084,puffinus baroli,azores,birds
514084,puffinus baroli,bay of biscay and the iberian coast,birds
445503,puffinus mauretanicus,oceanic northeast atlantic,birds
445503,puffinus mauretanicus,azores,birds
445503,puffinus mauretanicus,bay of biscay and the iberian coast,birds
445503,puffinus mauretanicus,celtic seas,birds
137203,puffinus puffinus,norwegian sea,birds
137203,puffinus puffinus,faroes,birds
137203,puffinus puffinus,icelandic waters,birds
137203,puffinus puffinus,oceanic northeast atlantic,birds
137203,puffinus puffinus,azores,birds
137203,puffinus puffinus,bay of biscay and the iberian coast,birds
137203,puffinus puffinus,celtic seas,birds
137203,puffinus puffinus,greater north sea,birds
159021,pusa hispida,barents sea,mammals
159021,pusa hispida,norwegian sea,mammals
159021,pusa hispida,icelandic waters,mammals
159021,pusa hispida,greenland sea,mammals
159021,pusa hispida,arcticocean,mammals
159021,pusa hispida,baltic sea,mammals
367297,raja brachyura,azores,fish
105883,raja clavata,norwegian sea,fish
105883,raja clavata,faroes,fish
105883,raja clavata,baltic sea,fish
105884,raja maderensis,azores,fish
105885,raja microocellata,greater north sea,fish
105891,raja undulata,greater north sea,fish
105892,rajella bathyphila,greenland sea,fish
105892,rajella bathyphila,icelandic waters,fish
105892,rajella bathyphila,celtic seas,fish
105892,rajella bathyphila,oceanic northeast atlantic,fish
105894,rajella fyllae,greenland sea,fish
105894,rajella fyllae,barents sea,fish
105894,rajella fyllae,norwegian sea,fish
105894,rajella fyllae,icelandic waters,fish
105894,rajella fyllae,faroes,fish
105894,rajella fyllae,greater north sea,fish
105894,rajella fyllae,celtic seas,fish
105894,rajella fyllae,oceanic northeast atlantic,fish
1019159,rajella lintea,greenland sea,fish
1019159,rajella lintea,barents sea,fish
1019159,rajella lintea,norwegian sea,fish
1019159,rajella lintea,icelandic waters,fish
1019159,rajella lintea,faroes,fish
1019159,rajella lintea,greater north sea,fish
1019159,rajella lintea,celtic seas,fish
1019159,rajella lintea,oceanic northeast atlantic,fish
105712,rhinobatidae,bay of biscay and the iberian coast,fish
105898,rhinobatos rhinobatos,bay of biscay and the iberian coast,fish
105830,rhinochimaera atlantica,greenland sea,fish
105830,rhinochimaera atlantica,icelandic waters,fish
105830,rhinochimaera atlantica,faroes,fish
105830,rhinochimaera atlantica,celtic seas,fish
105830,rhinochimaera atlantica,oceanic northeast atlantic,fish
105830,rhinochimaera atlantica,bay of biscay and the iberian coast,fish
105862,rhinoptera marginata,bay of biscay and the iberian coast,fish
137155,rhodostethia rosea,barents sea,birds
137155,rhodostethia rosea,greenland sea,birds
137155,rhodostethia rosea,arcticocean,birds
137156,rissa tridactyla,barents sea,birds
137156,rissa tridactyla,norwegian sea,birds
137156,rissa tridactyla,faroes,birds
137156,rissa tridactyla,icelandic waters,birds
137156,rissa tridactyla,greenland sea,birds
137156,rissa tridactyla,arcticocean,birds
137156,rissa tridactyla,oceanic northeast atlantic,birds
137156,rissa tridactyla,azores,birds
137156,rissa tridactyla,bay of biscay and the iberian coast,birds
137156,rissa tridactyla,celtic seas,birds
137156,rissa tridactyla,greater north sea,birds
137156,rissa tridactyla,baltic sea,birds
127187,salmo trutta,barents sea,fish
127187,salmo trutta,norwegian sea,fish
127187,salmo trutta,icelandic waters,fish
127187,salmo trutta,greater north sea,fish
127187,salmo trutta,celtic seas,fish
127187,salmo trutta,bay of biscay and the iberian coast,fish
127010,sciaena umbra,greater north sea,fish
127010,sciaena umbra,celtic seas,fish
127010,sciaena umbra,bay of biscay and the iberian coast,fish
127149,scophthalmus maximus,faroes,fish
127149,scophthalmus maximus,celtic seas,fish
127149,scophthalmus maximus,bay of biscay and the iberian coast,fish
127150,scophthalmus rhombus,celtic seas,fish
127150,scophthalmus rhombus,bay of biscay and the iberian coast,fish
127248,scorpaena scrofa,celtic seas,fish
127248,scorpaena scrofa,oceanic northeast atlantic,fish
127248,scorpaena scrofa,azores,fish
127248,scorpaena scrofa,bay of biscay and the iberian coast,fish
105814,scyliorhinus canicula,norwegian sea,fish
105815,scyliorhinus stellaris,greater north sea,fish
105815,scyliorhinus stellaris,bay of biscay and the iberian coast,fish
105918,scymnodon ringens,greater north sea,fish
105918,scymnodon ringens,celtic seas,fish
105918,scymnodon ringens,oceanic northeast atlantic,fish
105918,scymnodon ringens,bay of biscay and the iberian coast,fish
127254,sebastes mentella,greater north sea,fish
127254,sebastes mentella,celtic seas,fish
151324,sebastes norvegicus,greater north sea,fish
127255,sebastes viviparus,greenland sea,fish
127255,sebastes viviparus,barents sea,fish
127255,sebastes viviparus,norwegian sea,fish
127255,sebastes viviparus,faroes,fish
127255,sebastes viviparus,greater north sea,fish
127255,sebastes viviparus,celtic seas,fish
127255,sebastes viviparus,oceanic northeast atlantic,fish
137074,somateria mollissima,barents sea,birds
137074,somateria mollissima,norwegian sea,birds
137074,somateria mollissima,faroes,birds
137074,somateria mollissima,icelandic waters,birds
137074,somateria mollissima,greenland sea,birds
137074,somateria mollissima,arcticocean,birds
137074,somateria mollissima,celtic seas,birds
137074,somateria mollissima,greater north sea,birds
137074,somateria mollissima,baltic sea,birds
137075,somateria spectabilis,barents sea,birds
137075,somateria spectabilis,norwegian sea,birds
137075,somateria spectabilis,greenland sea,birds
137075,somateria spectabilis,arcticocean,birds
137075,somateria spectabilis,greater north sea,birds
137075,somateria spectabilis,baltic sea,birds
105919,somniosus microcephalus,arcticocean,fish
105919,somniosus microcephalus,greenland sea,fish
105919,somniosus microcephalus,barents sea,fish
105919,somniosus microcephalus,norwegian sea,fish
105919,somniosus microcephalus,icelandic waters,fish
105919,somniosus microcephalus,faroes,fish
105919,somniosus microcephalus,greater north sea,fish
105919,somniosus microcephalus,celtic seas,fish
105919,somniosus microcephalus,oceanic northeast atlantic,fish
105919,somniosus microcephalus,bay of biscay and the iberian coast,fish
105920,somniosus rostratus,oceanic northeast atlantic,fish
105920,somniosus rostratus,bay of biscay and the iberian coast,fish
151523,sparus aurata,greater north sea,fish
151523,sparus aurata,celtic seas,fish
151523,sparus aurata,bay of biscay and the iberian coast,fish
105819,sphyrna zygaena,celtic seas,fish
105819,sphyrna zygaena,oceanic northeast atlantic,fish
105819,sphyrna zygaena,azores,fish
105694,sphyrnidae,celtic seas,fish
105694,sphyrnidae,oceanic northeast atlantic,fish
105694,sphyrnidae,azores,fish
105694,sphyrnidae,bay of biscay and the iberian coast,fish
105924,squalus blainville,bay of biscay and the iberian coast,fish
105925,squalus megalops,bay of biscay and the iberian coast,fish
137107,stenella coeruleoalba,oceanic northeast atlantic,mammals
137107,stenella coeruleoalba,azores,mammals
137107,stenella coeruleoalba,bay of biscay and the iberian coast,mammals
137107,stenella coeruleoalba,celtic seas,mammals
137107,stenella coeruleoalba,greater north sea,mammals
137108,stenella frontalis,oceanic northeast atlantic,mammals
137108,stenella frontalis,azores,mammals
137110,steno bredanensis,oceanic northeast atlantic,mammals
137171,stercorarius longicaudus,barents sea,birds
137171,stercorarius longicaudus,norwegian sea,birds
137171,stercorarius longicaudus,faroes,birds
137171,stercorarius longicaudus,icelandic waters,birds
137171,stercorarius longicaudus,greenland sea,birds
137171,stercorarius longicaudus,arcticocean,birds
137171,stercorarius longicaudus,oceanic northeast atlantic,birds
137171,stercorarius longicaudus,bay of biscay and the iberian coast,birds
137171,stercorarius longicaudus,celtic seas,birds
137172,stercorarius parasiticus,barents sea,birds
137172,stercorarius parasiticus,norwegian sea,birds
137172,stercorarius parasiticus,faroes,birds
137172,stercorarius parasiticus,icelandic waters,birds
137172,stercorarius parasiticus,greenland sea,birds
137172,stercorarius parasiticus,arcticocean,birds
137172,stercorarius parasiticus,oceanic northeast atlantic,birds
137172,stercorarius parasiticus,azores,birds
137172,stercorarius parasiticus,bay of biscay and the iberian coast,birds
137172,stercorarius parasiticus,celtic seas,birds
137172,stercorarius parasiticus,greater north sea,birds
137172,stercorarius parasiticus,baltic sea,birds
137173,stercorarius pomarinus,barents sea,birds
137173,stercorarius pomarinus,norwegian sea,birds
137173,stercorarius pomarinus,faroes,birds
137173,stercorarius pomarinus,icelandic waters,birds
137173,stercorarius pomarinus,greenland sea,birds
137173,stercorarius pomarinus,arcticocean,birds
137173,stercorarius pomarinus,oceanic northeast atlantic,birds
137173,stercorarius pomarinus,azores,birds
137173,stercorarius pomarinus,bay of biscay and the iberian coast,birds
137173,stercorarius pomarinus,celtic seas,birds
137174,stercorarius skua,barents sea,birds
137174,stercorarius skua,norwegian sea,birds
137174,stercorarius skua,faroes,birds
137174,stercorarius skua,icelandic waters,birds
137174,stercorarius skua,greenland sea,birds
137174,stercorarius skua,arcticocean,birds
137174,stercorarius skua,oceanic northeast atlantic,birds
137174,stercorarius skua,azores,birds
137174,stercorarius skua,bay of biscay and the iberian coast,birds
137174,stercorarius skua,celtic seas,birds
137174,stercorarius skua,greater north sea,birds
126328,synaphobranchus kaupii,faroes,fish
126328,synaphobranchus kaupii,celtic seas,fish
126328,synaphobranchus kaupii,oceanic northeast atlantic,fish
126328,synaphobranchus kaupii,azores,fish
126328,synaphobranchus kaupii,bay of biscay and the iberian coast,fish
127386,syngnathus abaster,bay of biscay and the iberian coast,fish
1605275 ,taeniurops grabatus,azores,fish
1605275 ,taeniurops grabatus,bay of biscay and the iberian coast,fish
321911,tetronarce nobiliana,greater north sea,fish
321911,tetronarce nobiliana,celtic seas,fish
321911,tetronarce nobiliana,oceanic northeast atlantic,fish
321911,tetronarce nobiliana,azores,fish
321911,tetronarce nobiliana,bay of biscay and the iberian coast,fish
271684,torpedo marmorata,greater north sea,fish
271684,torpedo marmorata,celtic seas,fish
271684,torpedo marmorata,bay of biscay and the iberian coast,fish
271691,torpedo torpedo,bay of biscay and the iberian coast,fish
137111,tursiops truncatus,norwegian sea,mammals
137111,tursiops truncatus,faroes,mammals
137111,tursiops truncatus,oceanic northeast atlantic,mammals
137111,tursiops truncatus,azores,mammals
137111,tursiops truncatus,bay of biscay and the iberian coast,mammals
137111,tursiops truncatus,celtic seas,mammals
137111,tursiops truncatus,greater north sea,mammals
137111,tursiops truncatus,baltic sea,mammals
127012,umbrina cirrosa,greater north sea,fish
127012,umbrina cirrosa,bay of biscay and the iberian coast,fish
137133,uria aalge,barents sea,birds
137133,uria aalge,norwegian sea,birds
137133,uria aalge,faroes,birds
137133,uria aalge,icelandic waters,birds
137133,uria aalge,greenland sea,birds
137133,uria aalge,oceanic northeast atlantic,birds
137133,uria aalge,bay of biscay and the iberian coast,birds
137133,uria aalge,celtic seas,birds
137133,uria aalge,greater north sea,birds
137133,uria aalge,baltic sea,birds
137134,uria lomvia,barents sea,birds
137134,uria lomvia,norwegian sea,birds
137134,uria lomvia,faroes,birds
137134,uria lomvia,icelandic waters,birds
137134,uria lomvia,greenland sea,birds
137134,uria lomvia,arcticocean,birds
137134,uria lomvia,greater north sea,birds
137167,xema sabini,barents sea,birds
137167,xema sabini,greenland sea,birds
137167,xema sabini,arcticocean,birds
137167,xema sabini,bay of biscay and the iberian coast,birds
137167,xema sabini,celtic seas,birds
127427,zeus faber,greater north sea,fish
127427,zeus faber,celtic seas,fish
127427,zeus faber,oceanic northeast atlantic,fish
127427,zeus faber,azores,fish
127427,zeus faber,bay of biscay and the iberian coast,fish
137127,ziphius cavirostris,oceanic northeast atlantic,mammals
137127,ziphius cavirostris,azores,mammals
137127,ziphius cavirostris,bay of biscay and the iberian coast,mammals
137127,ziphius cavirostris,celtic seas,mammals
127123,zoarces viviparus,greater north sea,fish
127123,zoarces viviparus,celtic seas,fish
137205,caretta caretta,celtic seas,marine turtles
137209,dermochelys coriacea,celtic seas,marine turtles
137209,dermochelys coriacea,greater north sea,marine turtles
137205,caretta caretta,bay of biscay and the iberian coast,marine turtles
137209,dermochelys coriacea,bay of biscay and the iberian coast,marine turtles
137206,chelonia mydas,azores,marine turtles
137205,caretta caretta,azores,marine turtles
137209,dermochelys coriacea,azores,marine turtles
137206,chelonia mydas,oceanic northeast atlantic,marine turtles
137205,caretta caretta,oceanic northeast atlantic,marine turtles
137209,dermochelys coriacea,oceanic northeast atlantic,marine turtles
105928,squatina squatina,greater north sea,fish
105928,squatina squatina,celtic seas,fish
105928,squatina squatina,bay of biscay and the iberian coast,fish
105837,cetorhinus maximus,greenland sea,fish
105837,cetorhinus maximus,barents sea,fish
105837,cetorhinus maximus,norwegian sea,fish
105837,cetorhinus maximus,icelandic waters,fish
105837,cetorhinus maximus,faroes,fish
105837,cetorhinus maximus,greater north sea,fish
105837,cetorhinus maximus,celtic seas,fish
105837,cetorhinus maximus,oceanic northeast atlantic,fish
105837,cetorhinus maximus,azores,fish
105837,cetorhinus maximus,bay of biscay and the iberian coast,fish
127186,salmo salar,arcticocean,fish
127186,salmo salar,azores,fish
127186,salmo salar,baltic sea,fish
127186,salmo salar,barents sea,fish
127186,salmo salar,bay of biscay and the iberian coast,fish
127186,salmo salar,celtic seas,fish
127186,salmo salar,faroes,fish
127186,salmo salar,greater north sea,fish
127186,salmo salar,greenland sea,fish
127186,salmo salar,icelandic waters,fish
127186,salmo salar,norwegian sea,fish
127186,salmo salar,oceanic northeast atlantic,fish
10295,anguilla anguilla,azores,fish
10295,anguilla anguilla,baltic sea,fish
10295,anguilla anguilla,barents sea,fish
10295,anguilla anguilla,bay of biscay and the iberian coast,fish
10295,anguilla anguilla,celtic seas,fish
10295,anguilla anguilla,faroes,fish
10295,anguilla anguilla,greater north sea,fish
10295,anguilla anguilla,greenland sea,fish
10295,anguilla anguilla,icelandic waters,fish
10295,anguilla anguilla,norwegian sea,fish
10295,anguilla anguilla,oceanic northeast atlantic,fish
105928,squatina squatina,black sea,fish
105856,gymnura altavela,black sea,fish
126279,acipenser sturio,black sea,fish
126275,acipenser gueldenstaedtii,black sea,fish
126278,acipenser stellatus,black sea,fish
233941,acipenser ruthenus,black sea,fish
126280,huso huso,black sea,fish
105928,squatina squatina,adriatic sea,fish
105926,squatina aculeata,adriatic sea,fish
105927,squatina oculata,adriatic sea,fish
711846,dipturus intermedius,adriatic sea,fish
105869,dipturus batis,adriatic sea,fish
105838,carcharodon carcharias,adriatic sea,fish
105898,rhinobatos rhinobatos,adriatic sea,fish
1016062,glaucostegus cemiculus,adriatic sea,fish
105875,leucoraja melitensis,adriatic sea,fish
105843,carcharias taurus,adriatic sea,fish
105844,odontaspis ferox,adriatic sea,fish
105856,gymnura altavela,adriatic sea,fish
126279,acipenser sturio,adriatic sea,fish
126276,acipenser naccarii,adriatic sea,fish
126275,acipenser gueldenstaedtii,adriatic sea,fish
126280,huso huso,adriatic sea,fish
105837,cetorhinus maximus,adriatic sea,fish
105928,squatina squatina,aegean-levantine sea,fish
105926,squatina aculeata,aegean-levantine sea,fish
105927,squatina oculata,aegean-levantine sea,fish
711846,dipturus intermedius,aegean-levantine sea,fish
105869,dipturus batis,aegean-levantine sea,fish
105838,carcharodon carcharias,aegean-levantine sea,fish
105898,rhinobatos rhinobatos,aegean-levantine sea,fish
1016062,glaucostegus cemiculus,aegean-levantine sea,fish
105875,leucoraja melitensis,aegean-levantine sea,fish
105843,carcharias taurus,aegean-levantine sea,fish
105844,odontaspis ferox,aegean-levantine sea,fish
105856,gymnura altavela,aegean-levantine sea,fish
126279,acipenser sturio,aegean-levantine sea,fish
126276,acipenser naccarii,aegean-levantine sea,fish
126275,acipenser gueldenstaedtii,aegean-levantine sea,fish
126280,huso huso,aegean-levantine sea,fish
105837,cetorhinus maximus,aegean-levantine sea,fish
105928,squatina squatina,ionian sea and the central mediterranean sea,fish
105926,squatina aculeata,ionian sea and the central mediterranean sea,fish
105927,squatina oculata,ionian sea and the central mediterranean sea,fish
711846,dipturus intermedius,ionian sea and the central mediterranean sea,fish
105869,dipturus batis,ionian sea and the central mediterranean sea,fish
105838,carcharodon carcharias,ionian sea and the central mediterranean sea,fish
105898,rhinobatos rhinobatos,ionian sea and the central mediterranean sea,fish
1016062,glaucostegus cemiculus,ionian sea and the central mediterranean sea,fish
105875,leucoraja melitensis,ionian sea and the central mediterranean sea,fish
105843,carcharias taurus,ionian sea and the central mediterranean sea,fish
105844,odontaspis ferox,ionian sea and the central mediterranean sea,fish
105856,gymnura altavela,ionian sea and the central mediterranean sea,fish
126279,acipenser sturio,ionian sea and the central mediterranean sea,fish
126276,acipenser naccarii,ionian sea and the central mediterranean sea,fish
126275,acipenser gueldenstaedtii,ionian sea and the central mediterranean sea,fish
126280,huso huso,ionian sea and the central mediterranean sea,fish
105837,cetorhinus maximus,ionian sea and the central mediterranean sea,fish
105928,squatina squatina,western mediterranean sea,fish
105926,squatina aculeata,western mediterranean sea,fish
105927,squatina oculata,western mediterranean sea,fish
711846,dipturus intermedius,western mediterranean sea,fish
105869,dipturus batis,western mediterranean sea,fish
105838,carcharodon carcharias,western mediterranean sea,fish
105898,rhinobatos rhinobatos,western mediterranean sea,fish
